Hex,Flight,Altitude,Speed,Lat,Lon,Track,Messages,Seen
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,74,1677185218
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,75,1677185218
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,76,1677185219
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,77,1677185219
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,78,1677185219
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,79,1677185228
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,80,1677185228
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,81,1677185229
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,82,1677185229
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,83,1677185229
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,84,1677185230
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,85,1677185230
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,86,1677185230
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,87,1677185230
a6a11e,VOI931  ,35025,475,33.816650,-118.298988,137,88,1677185231
a6a11e,VOI931  ,35025,475,33.795342,-118.276005,137,90,1677185231
a6a11e,VOI931  ,35025,475,33.795342,-118.276005,137,91,1677185231
a6a11e,VOI931  ,35025,474,33.795342,-118.276005,138,92,1677185231
a6a11e,VOI931  ,35025,474,33.795342,-118.276005,138,93,1677185231
a6a11e,VOI931  ,35025,474,33.795342,-118.276005,138,94,1677185232
a6a11e,VOI931  ,35025,474,33.795342,-118.276005,138,95,1677185232
a6a11e,VOI931  ,35025,474,33.793945,-118.274493,138,96,1677185232
a6a11e,VOI931  ,35025,474,33.793945,-118.274493,138,97,1677185233
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,98,1677185233
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,99,1677185234
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,100,1677185237
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,101,1677185238
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,102,1677185238
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,103,1677185239
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,104,1677185239
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,105,1677185240
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,106,1677185240
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,107,1677185240
a6a11e,VOI931  ,35000,474,33.792176,-118.272572,138,108,1677185240
a6a11e,VOI931  ,35000,474,33.792176,-118.272572,138,109,1677185241
a6a11e,VOI931  ,35025,474,33.792176,-118.272572,138,110,1677185243
a6a11e,VOI931  ,35000,474,33.792176,-118.272572,138,111,1677185244
ab4ea1,,0,0,0.000000,0.000000,0,1,1677185255
ab4ea1,,0,0,0.000000,0.000000,0,2,1677185255
ab6316,,15300,0,0.000000,0.000000,0,1,1677185261
ab6316,,15300,341,0.000000,0.000000,54,2,1677185264
ab6316,,15300,342,0.000000,0.000000,55,3,1677185266
ab6316,,15550,342,0.000000,0.000000,55,4,1677185266
ab6316,,15550,342,0.000000,0.000000,55,5,1677185266
ab6316,,15575,342,0.000000,0.000000,55,7,1677185266
ab6316,,15575,342,0.000000,0.000000,55,8,1677185266
ab6316,,15575,341,0.000000,0.000000,55,9,1677185267
ab6316,SWA1286 ,15575,341,0.000000,0.000000,55,10,1677185267
ab6316,SWA1286 ,15625,341,0.000000,0.000000,55,11,1677185267
ab6316,SWA1286 ,15650,341,0.000000,0.000000,55,12,1677185268
ab6316,SWA1286 ,15775,341,0.000000,0.000000,55,13,1677185270
ab6316,SWA1286 ,15775,341,0.000000,0.000000,55,14,1677185270
ab6316,SWA1286 ,15775,341,0.000000,0.000000,55,17,1677185270
ab6316,SWA1286 ,15775,342,0.000000,0.000000,56,18,1677185271
ab6316,SWA1286 ,15825,342,0.000000,0.000000,56,22,1677185271
ab6316,SWA1286 ,15825,342,0.000000,0.000000,56,24,1677185271
ab6316,SWA1286 ,15825,342,0.000000,0.000000,56,25,1677185271
ab6316,SWA1286 ,15825,342,0.000000,0.000000,56,26,1677185271
ab6316,SWA1286 ,15850,342,0.000000,0.000000,56,27,1677185271
ab6316,SWA1286 ,15850,342,0.000000,0.000000,56,28,1677185272
ab6316,SWA1286 ,15875,342,0.000000,0.000000,56,29,1677185272
ab6316,SWA1286 ,15875,342,0.000000,0.000000,56,30,1677185272
ab6316,SWA1286 ,15875,342,0.000000,0.000000,56,31,1677185272
ab6316,SWA1286 ,15875,342,0.000000,0.000000,56,32,1677185272
ab6316,SWA1286 ,15875,343,0.000000,0.000000,56,33,1677185273
ab6316,SWA1286 ,15950,343,0.000000,0.000000,56,35,1677185273
ab6316,SWA1286 ,15950,343,0.000000,0.000000,56,36,1677185273
ab6316,SWA1286 ,15950,343,0.000000,0.000000,56,37,1677185273
ab6316,SWA1286 ,15950,343,33.948669,-118.404703,56,38,1677185274
ab6316,SWA1286 ,15950,343,33.948669,-118.404703,56,40,1677185274
ab6316,SWA1286 ,15975,343,33.948669,-118.404703,56,41,1677185274
ab6316,SWA1286 ,15975,343,33.948669,-118.404703,56,42,1677185274
ab6316,SWA1286 ,15975,343,33.949150,-118.403835,56,43,1677185274
ab6316,SWA1286 ,16000,343,33.949150,-118.403835,56,45,1677185274
ab6316,SWA1286 ,16000,343,33.949150,-118.403835,56,46,1677185274
ab6316,SWA1286 ,16000,343,33.949150,-118.403835,56,47,1677185275
ab6316,SWA1286 ,16000,343,33.949631,-118.403021,56,48,1677185275
ab6316,SWA1286 ,16000,343,33.949631,-118.403021,56,49,1677185275
ab6316,SWA1286 ,16025,343,33.949631,-118.403021,56,50,1677185275
ab6316,SWA1286 ,16025,343,33.949631,-118.403021,56,51,1677185275
ab6316,SWA1286 ,16050,343,33.949631,-118.403021,56,52,1677185275
ab6316,SWA1286 ,16075,343,33.950546,-118.401340,56,55,1677185276
ab6316,SWA1286 ,16075,343,33.950546,-118.401340,56,56,1677185276
ab6316,SWA1286 ,16075,343,33.950546,-118.401340,56,57,1677185276
ab6316,SWA1286 ,16100,343,33.950546,-118.401340,56,58,1677185276
ab6316,SWA1286 ,16100,343,33.950546,-118.401340,56,60,1677185276
ab6316,SWA1286 ,16125,343,33.951478,-118.399715,56,61,1677185277
ab6316,SWA1286 ,16125,343,33.951478,-118.399715,56,63,1677185277
ab6316,SWA1286 ,16125,343,33.951478,-118.399715,56,65,1677185277
ab6316,SWA1286 ,16125,343,33.951478,-118.399715,56,66,1677185277
ab6316,SWA1286 ,16125,344,33.951478,-118.399715,55,68,1677185277
ab6316,SWA1286 ,16125,344,33.951478,-118.399715,55,69,1677185277
ab6316,SWA1286 ,16150,344,33.951478,-118.399715,55,70,1677185277
ab6316,SWA1286 ,16150,344,33.951478,-118.399715,55,73,1677185277
ab6316,SWA1286 ,16150,344,33.952240,-118.398369,55,75,1677185278
ab6316,SWA1286 ,16150,344,33.952240,-118.398369,55,76,1677185278
ab4ea1,,0,115,0.000000,0.000000,134,3,1677185278
ab6316,SWA1286 ,16150,344,33.952240,-118.398369,55,79,1677185278
ab6316,SWA1286 ,16200,344,33.952240,-118.398369,55,81,1677185279
ab6316,SWA1286 ,16200,344,33.952240,-118.398369,55,82,1677185279
a36cc4,,0,0,0.000000,0.000000,0,1,1677185279
ab6316,SWA1286 ,16225,344,33.952240,-118.398369,55,83,1677185279
ab6316,SWA1286 ,16225,344,33.952240,-118.398369,55,84,1677185280
ab6316,SWA1286 ,16275,344,33.952240,-118.398369,55,85,1677185280
a36cc4,,0,0,0.000000,0.000000,0,2,1677185280
ab6316,SWA1286 ,16300,344,33.952240,-118.398369,55,86,1677185280
a36cc4,,5850,0,0.000000,0.000000,0,3,1677185280
ab6316,SWA1286 ,16300,345,33.952240,-118.398369,55,87,1677185280
a36cc4,,5850,0,0.000000,0.000000,0,4,1677185281
a36cc4,,5850,0,0.000000,0.000000,0,5,1677185281
ab6316,SWA1286 ,16300,345,33.952240,-118.398369,55,88,1677185281
ab6316,SWA1286 ,16325,345,33.952240,-118.398369,55,89,1677185281
ab6316,SWA1286 ,16350,345,33.952240,-118.398369,55,90,1677185281
ab6316,SWA1286 ,16350,346,33.955765,-118.392147,55,92,1677185282
ab6316,SWA1286 ,16375,346,33.955765,-118.392147,55,93,1677185282
ab6316,SWA1286 ,16400,346,33.956680,-118.390522,55,94,1677185283
ab6316,SWA1286 ,16400,346,33.956680,-118.390522,55,97,1677185283
ab6316,SWA1286 ,16400,346,33.956680,-118.390522,55,99,1677185283
ab6316,SWA1286 ,16400,346,33.956680,-118.390522,55,100,1677185283
ab6316,SWA1286 ,16450,346,33.956680,-118.390522,55,101,1677185284
ab6316,SWA1286 ,16450,346,33.956680,-118.390522,55,102,1677185284
ab6316,SWA1286 ,16450,346,33.956680,-118.390522,55,103,1677185284
ab6316,SWA1286 ,16550,346,33.956680,-118.390522,55,104,1677185286
ab6316,SWA1286 ,16600,346,33.956680,-118.390522,55,105,1677185287
ab6316,SWA1286 ,16625,348,33.956680,-118.390522,55,107,1677185287
ab6316,SWA1286 ,16625,348,33.956680,-118.390522,55,108,1677185287
ab6316,SWA1286 ,17450,348,33.956680,-118.390522,55,109,1677185305
ab6316,SWA1286 ,17475,348,33.956680,-118.390522,55,110,1677185305
ab6316,SWA1286 ,17475,356,33.956680,-118.390522,55,111,1677185310
ab6316,SWA1286 ,17625,356,33.956680,-118.390522,55,112,1677185310
a361d7,,0,0,0.000000,0.000000,0,1,1677185313
a361d7,,0,0,0.000000,0.000000,0,2,1677185314
a361d7,,3925,0,0.000000,0.000000,0,3,1677185315
ab6316,SWA1286 ,17700,356,33.956680,-118.390522,55,113,1677185316
ab6316,SWA1286 ,17700,356,33.956680,-118.390522,55,114,1677185316
a361d7,,4025,0,0.000000,0.000000,0,4,1677185316
a361d7,,4025,0,0.000000,0.000000,0,5,1677185317
a361d7,,4050,0,0.000000,0.000000,0,6,1677185317
a45586,,0,0,0.000000,0.000000,0,1,1677185317
a45586,,7675,0,0.000000,0.000000,0,2,1677185318
a361d7,,4050,0,0.000000,0.000000,0,7,1677185321
a45586,,7650,0,0.000000,0.000000,0,3,1677185322
a361d7,,4475,0,0.000000,0.000000,0,9,1677185323
a361d7,,4475,0,0.000000,0.000000,0,10,1677185323
a361d7,,4475,0,0.000000,0.000000,0,11,1677185324
a45586,,7625,0,0.000000,0.000000,0,4,1677185324
a45586,,7625,0,0.000000,0.000000,0,5,1677185324
a361d7,,4525,0,0.000000,0.000000,0,12,1677185324
a361d7,,4700,0,0.000000,0.000000,0,13,1677185326
a361d7,,4700,0,0.000000,0.000000,0,14,1677185326
a361d7,,4725,0,0.000000,0.000000,0,15,1677185327
a361d7,,4825,0,0.000000,0.000000,0,16,1677185328
a361d7,,4825,0,0.000000,0.000000,0,17,1677185328
a361d7,,4850,0,0.000000,0.000000,0,18,1677185328
a361d7,,4875,0,0.000000,0.000000,0,19,1677185329
a361d7,,4875,258,0.000000,0.000000,87,20,1677185329
a361d7,,4950,258,0.000000,0.000000,87,21,1677185330
a361d7,,4950,258,0.000000,0.000000,87,22,1677185330
a361d7,,4975,258,0.000000,0.000000,87,23,1677185330
a361d7,,5000,258,0.000000,0.000000,87,24,1677185330
a361d7,,5025,257,0.000000,0.000000,85,26,1677185330
a361d7,,5075,257,0.000000,0.000000,85,29,1677185331
a361d7,,5075,257,0.000000,0.000000,85,31,1677185331
a361d7,,5075,257,0.000000,0.000000,85,32,1677185331
a45586,,7550,0,0.000000,0.000000,0,6,1677185332
a361d7,,5150,257,0.000000,0.000000,85,33,1677185332
a361d7,,5150,257,0.000000,0.000000,85,34,1677185332
a361d7,,5150,257,0.000000,0.000000,82,35,1677185332
a361d7,,5175,257,0.000000,0.000000,82,36,1677185332
a361d7,,5225,257,0.000000,0.000000,80,38,1677185333
a361d7,,5225,257,0.000000,0.000000,80,39,1677185333
a361d7,,5225,257,0.000000,0.000000,80,40,1677185333
a361d7,,5250,257,0.000000,0.000000,80,41,1677185333
a361d7,,5250,257,0.000000,0.000000,80,43,1677185333
a361d7,,5275,257,0.000000,0.000000,80,44,1677185334
a361d7,,5350,257,0.000000,0.000000,80,47,1677185335
a361d7,,5350,257,0.000000,0.000000,80,48,1677185335
a361d7,,5350,257,0.000000,0.000000,80,51,1677185335
a361d7,,5350,257,0.000000,0.000000,80,52,1677185335
a361d7,,5400,257,0.000000,0.000000,80,53,1677185335
a361d7,,5425,257,0.000000,0.000000,80,54,1677185336
a361d7,,5425,257,0.000000,0.000000,80,55,1677185336
a45586,,7500,0,0.000000,0.000000,0,7,1677185336
a45586,,7500,0,0.000000,0.000000,0,8,1677185336
a361d7,,5425,257,0.000000,0.000000,80,56,1677185336
a361d7,,5425,257,0.000000,0.000000,80,57,1677185336
a361d7,,5425,257,0.000000,0.000000,74,58,1677185336
a361d7,,5475,257,0.000000,0.000000,74,59,1677185336
a361d7,,5475,257,0.000000,0.000000,74,60,1677185337
a361d7,,5475,257,0.000000,0.000000,74,61,1677185337
a361d7,,5525,257,0.000000,0.000000,74,62,1677185337
a361d7,,5525,257,0.000000,0.000000,74,63,1677185337
a361d7,,5550,257,0.000000,0.000000,74,68,1677185337
a361d7,,5550,257,0.000000,0.000000,74,69,1677185337
a361d7,,5550,257,0.000000,0.000000,74,70,1677185338
a361d7,,5550,257,0.000000,0.000000,74,71,1677185338
a361d7,,5575,257,0.000000,0.000000,74,72,1677185338
a361d7,,5600,257,0.000000,0.000000,74,74,1677185338
a361d7,,5600,258,0.000000,0.000000,70,76,1677185338
a361d7,,5625,258,0.000000,0.000000,70,78,1677185338
a361d7,,5625,258,0.000000,0.000000,70,79,1677185339
a45586,DAL1530 ,7500,0,0.000000,0.000000,0,9,1677185339
a361d7,,5675,258,34.145508,-118.429871,70,81,1677185339
a45586,DAL1530 ,7475,0,0.000000,0.000000,0,10,1677185339
a361d7,,5675,258,34.145508,-118.429871,70,82,1677185339
a45586,DAL1530 ,7450,0,0.000000,0.000000,0,11,1677185339
a361d7,,5675,258,34.145508,-118.429871,70,83,1677185339
a361d7,,5700,258,34.145508,-118.429871,70,84,1677185339
a361d7,,5700,258,34.145508,-118.429871,70,86,1677185340
a361d7,,5700,258,34.145508,-118.429871,70,88,1677185340
a361d7,,5700,258,34.145737,-118.429142,70,90,1677185340
a361d7,,5725,258,34.145737,-118.429142,70,91,1677185340
a361d7,,5725,258,34.145737,-118.429142,70,93,1677185340
a361d7,,5725,258,34.145737,-118.429142,70,94,1677185340
a361d7,,5725,258,34.145737,-118.429142,70,95,1677185340
a361d7,,5725,258,34.145737,-118.429142,70,96,1677185340
a361d7,,5775,258,34.145737,-118.429142,70,97,1677185341
a45586,DAL1530 ,7450,267,0.000000,0.000000,96,12,1677185341
a361d7,,5775,258,34.145737,-118.429142,70,98,1677185341
a361d7,,5800,258,34.145737,-118.429142,70,101,1677185341
a361d7,,5800,257,34.146439,-118.427296,65,103,1677185341
a361d7,,5825,257,34.146439,-118.427296,65,105,1677185341
a361d7,,5825,257,34.146439,-118.427296,65,107,1677185341
a361d7,,5825,257,34.146439,-118.427296,65,108,1677185342
a45586,DAL1530 ,7425,267,0.000000,0.000000,96,13,1677185342
a361d7,,5850,257,34.146439,-118.427296,65,111,1677185342
a45586,DAL1530 ,7425,266,0.000000,0.000000,96,14,1677185342
a361d7,,5850,257,34.146439,-118.427296,65,115,1677185342
a361d7,,5850,257,34.146439,-118.427296,65,116,1677185342
a361d7,,5850,257,34.146439,-118.427296,63,119,1677185342
a361d7,,5900,257,34.146439,-118.427296,63,120,1677185342
a361d7,,5900,257,34.146439,-118.427296,63,121,1677185343
a361d7,,5900,257,34.146439,-118.427296,63,122,1677185343
a361d7,,5925,257,34.146439,-118.427296,63,123,1677185343
a361d7,,5925,257,34.146439,-118.427296,63,126,1677185343
a361d7,,5950,257,34.147463,-118.424778,63,130,1677185343
a45586,DAL1530 ,7425,266,0.000000,0.000000,96,15,1677185343
a361d7,,5950,257,34.147463,-118.424778,63,131,1677185343
a361d7,,5950,257,34.147463,-118.424778,63,132,1677185343
a361d7,,5975,257,34.147463,-118.424778,63,134,1677185344
a361d7,,6000,257,34.147463,-118.424778,63,135,1677185344
a361d7,,6000,257,34.147463,-118.424778,63,136,1677185344
a361d7,,6000,257,34.147463,-118.424778,63,139,1677185344
a361d7,,6000,257,34.147463,-118.424778,59,140,1677185344
a361d7,,6000,257,34.148071,-118.423481,59,141,1677185344
a361d7,,6025,257,34.148071,-118.423481,59,142,1677185344
a361d7,,6025,257,34.148071,-118.423481,59,143,1677185344
a361d7,,6025,257,34.148071,-118.423481,59,144,1677185345
a361d7,,6050,257,34.148071,-118.423481,59,147,1677185345
a361d7,,6050,257,34.148071,-118.423481,59,148,1677185345
a361d7,,6050,257,34.148071,-118.423481,59,149,1677185345
a361d7,,6075,258,34.148071,-118.423481,58,151,1677185345
a361d7,,6075,258,34.148071,-118.423481,58,153,1677185345
a361d7,,6075,258,34.148071,-118.423481,58,154,1677185345
a361d7,,6100,258,34.148071,-118.423481,58,156,1677185345
a361d7,,6100,258,34.148071,-118.423481,58,158,1677185346
a361d7,,6100,258,34.148071,-118.423481,58,159,1677185346
a361d7,,6100,258,34.148071,-118.423481,58,160,1677185346
a361d7,,6100,257,34.148071,-118.423481,56,161,1677185346
a361d7,,6125,257,34.148071,-118.423481,56,162,1677185346
a45586,DAL1530 ,7375,266,0.000000,0.000000,96,16,1677185346
a361d7,,6125,257,34.148071,-118.423481,56,163,1677185346
a361d7,,6150,257,34.148071,-118.423481,56,164,1677185346
a361d7,,6150,257,34.148071,-118.423481,56,168,1677185346
a361d7,,6175,257,34.148071,-118.423481,56,171,1677185347
a45586,DAL1530 ,7375,266,0.000000,0.000000,96,19,1677185347
a361d7,,6200,257,34.148071,-118.423481,56,172,1677185347
a45586,DAL1530 ,7375,266,0.000000,0.000000,96,20,1677185347
a361d7,,6225,257,34.148071,-118.423481,56,173,1677185347
a361d7,,6225,257,34.148071,-118.423481,56,175,1677185347
a361d7,,6225,257,34.148071,-118.423481,56,176,1677185347
a361d7,,6225,257,34.148071,-118.423481,56,177,1677185348
a361d7,,6225,257,34.148071,-118.423481,56,178,1677185348
a45586,DAL1530 ,7350,266,0.000000,0.000000,96,21,1677185348
a45586,DAL1530 ,7350,266,0.000000,0.000000,96,22,1677185348
a361d7,,6275,257,34.150726,-118.418716,56,179,1677185348
a361d7,,6275,257,34.150726,-118.418716,56,181,1677185348
a361d7,,6300,257,34.150726,-118.418716,56,183,1677185348
a361d7,,6325,257,34.150726,-118.418716,56,184,1677185349
a361d7,,6325,257,34.151276,-118.417819,56,185,1677185349
a361d7,,6325,257,34.151276,-118.417819,56,186,1677185349
a361d7,,6375,257,34.151276,-118.417819,56,187,1677185350
a45586,DAL1530 ,7325,266,0.000000,0.000000,96,23,1677185350
a45586,DAL1530 ,7325,266,0.000000,0.000000,96,24,1677185351
a45586,DAL1530 ,7325,263,0.000000,0.000000,96,25,1677185351
a361d7,,6450,257,34.151276,-118.417819,56,188,1677185351
a45586,DAL1530 ,7325,263,0.000000,0.000000,96,26,1677185351
a361d7,,6450,257,34.151276,-118.417819,56,193,1677185351
a45586,DAL1530 ,7325,263,0.000000,0.000000,96,28,1677185351
a361d7,,6475,257,34.151276,-118.417819,56,195,1677185351
ab6316,SWA1286 ,17700,356,33.956680,-118.390522,55,115,1677185352
a361d7,,6475,257,34.151276,-118.417819,56,196,1677185352
a45586,DAL1530 ,7300,263,0.000000,0.000000,96,34,1677185352
a45586,DAL1530 ,7300,263,0.000000,0.000000,96,35,1677185353
a361d7,,6575,257,34.151276,-118.417819,56,197,1677185353
a361d7,,6575,257,34.151276,-118.417819,56,198,1677185353
a361d7,,6600,257,34.151276,-118.417819,56,199,1677185354
a45586,DAL1530 ,7275,263,0.000000,0.000000,96,36,1677185355
a361d7,,6725,257,34.151276,-118.417819,56,200,1677185356
a45586,DAL1530 ,7275,263,0.000000,0.000000,96,37,1677185356
a361d7,,6725,257,34.151276,-118.417819,56,201,1677185356
a361d7,,6725,257,34.151276,-118.417819,56,202,1677185356
a45586,DAL1530 ,7250,263,0.000000,0.000000,96,40,1677185357
ab6316,SWA1286 ,18400,356,33.956680,-118.390522,55,116,1677185359
a45586,DAL1530 ,7225,263,0.000000,0.000000,96,41,1677185360
a45586,DAL1530 ,7200,263,0.000000,0.000000,96,42,1677185361
a45586,DAL1530 ,7175,263,0.000000,0.000000,96,44,1677185362
a45586,DAL1530 ,7150,263,0.000000,0.000000,96,45,1677185364
a45586,DAL1530 ,7125,263,0.000000,0.000000,96,46,1677185365
a45586,DAL1530 ,7125,263,0.000000,0.000000,96,50,1677185365
a45586,DAL1530 ,7125,263,0.000000,0.000000,96,51,1677185366
a45586,DAL1530 ,7125,259,0.000000,0.000000,85,52,1677185367
